地名,,燃やすごみ,燃やさないごみ,プラスチック,びん・かん・ペットボトル
グループ1,,2018-04-04 2018-04-07 2018-04-11 2018-04-14 2018-04-18 2018-04-21 2018-04-25 2018-04-28 2018-05-02 2018-05-05 2018-05-09 2018-05-12 2018-05-16 2018-05-19 2018-05-23 2018-05-26 2018-05-30 2018-06-02 2018-06-06 2018-06-09 2018-06-13 2018-06-16 2018-06-20 2018-06-23 2018-06-27 2018-06-30 2018-07-04 2018-07-07 2018-07-11 2018-07-14 2018-07-18 2018-07-21 2018-07-25 2018-07-28 2018-08-01 2018-08-04 2018-08-08 2018-08-11 2018-08-15 2018-08-18 2018-08-22 2018-08-25 2018-08-29 2018-09-01 2018-09-05 2018-09-08 2018-09-12 2018-09-15 2018-09-19 2018-09-22 2018-09-26 2018-09-29 2018-10-03 2018-10-06 2018-10-10 2018-10-13 2018-10-17 2018-10-20 2018-10-24 2018-10-27 2018-10-31 2018-11-03 2018-11-07 2018-11-10 2018-11-14 2018-11-17 2018-11-21 2018-11-24 2018-11-28 2018-12-01 2018-12-05 2018-12-08 2018-12-12 2018-12-15 2018-12-19 2018-12-22 2018-12-26 2018-12-29 2019-01-06 2019-01-09 2019-01-12 2019-01-16 2019-01-19 2019-01-23 2019-01-26 2019-01-30 2019-02-02 2019-02-06 2019-02-09 2019-02-13 2019-02-16 2019-02-20 2019-02-23 2019-02-27 2019-03-02 2019-03-06 2019-03-09 2019-03-13 2019-03-16 2019-03-20 2019-03-23 2019-03-27 2019-03-30,2018-04-12 2018-04-26 2018-05-10 2018-05-24 2018-06-07 2018-06-21 2018-07-05 2018-07-19 2018-08-02 2018-08-16 2018-08-30 2018-09-13 2018-09-27 2018-10-11 2018-10-25 2018-11-08 2018-11-22 2018-12-06 2018-12-20 2018-12-27 2019-01-17 2019-01-31 2019-02-14 2019-02-28 2019-03-14 2019-03-28,2018-04-06 2018-04-13 2018-04-20 2018-04-27 2018-05-04 2018-05-11 2018-05-18 2018-05-25 2018-06-01 2018-06-08 2018-06-15 2018-06-22 2018-06-29 2018-07-06 2018-07-13 2018-07-20 2018-07-27 2018-08-03 2018-08-10 2018-08-17 2018-08-24 2018-08-31 2018-09-07 2018-09-14 2018-09-21 2018-09-28 2018-10-05 2018-10-12 2018-10-19 2018-10-26 2018-11-02 2018-11-09 2018-11-16 2018-11-23 2018-11-30 2018-12-07 2018-12-14 2018-12-21 2018-12-28 2019-01-05 2019-01-11 2019-01-18 2019-01-25 2019-02-01 2019-02-08 2019-02-15 2019-02-22 2019-03-01 2019-03-08 2019-03-15 2019-03-22 2019-03-29,2018-04-05 2018-04-19 2018-05-03 2018-05-17 2018-05-31 2018-06-14 2018-06-28 2018-07-12 2018-07-26 2018-08-09 2018-08-23 2018-09-06 2018-09-20 2018-10-04 2018-10-18 2018-11-01 2018-11-15 2018-11-29 2018-12-13 2018-12-23 2019-01-10 2019-01-24 2019-02-07 2019-02-21 2019-03-07 2019-03-21
グループ2,,月 木,水2,火1 火3,水4
グループ3,,月 木,水2,火1 火3,水4
グループ4,,月 木,水2,火1 火3,水4
グループ5,,月 木,水2,火1 火3,水4
グループ6,,月 木,水2,火1 火3,水4
グループ7,,月 木,水2,火1 火3,水4
グループ8,,月 木,水2,火1 火3,水4
グループ9,,月 木,水2,火1 火3,水4
グループ10,,月 木,水2,火1 火3,水4
グループ11,,月 木,水2,火1 火3,水4
グループ12,,月 木,水2,火1 火3,水4
グループ13,,月 木,水2,火1 火3,水4
グループ14,,月 木,水2,火1 火3,水4
グループ15,,月 木,水2,火1 火3,水4
グループ16,,月 木,水2,火1 火3,水4
